timestamp,interface,speed_mbps
2025-09-01T07:45:00+02:00,wlan0,109.002
2025-09-01T07:50:00+02:00,eth0,901.727
2025-09-01T07:50:00+02:00,eth1,446.147
2025-09-01T07:50:00+02:00,wlan0,120.931
2025-09-01T07:55:00+02:00,eth0,1034.531
2025-09-01T07:55:00+02:00,eth1,444.942
2025-09-01T07:55:00+02:00,wlan0,91.545
2025-09-01T08:00:00+02:00,eth0,919.208
2025-09-01T08:00:00+02:00,eth1,451.082
2025-09-01T08:00:00+02:00,wlan0,114.17
2025-09-01T08:05:00+02:00,eth0,911.378
2025-09-01T08:05:00+02:00,eth1,453.836
2025-09-01T08:05:00+02:00,wlan0,99.027
2025-09-01T08:10:00+02:00,eth0,972.439
2025-09-01T08:10:00+02:00,eth1,448.787
2025-09-01T08:10:00+02:00,wlan0,99.3
2025-09-01T08:15:00+02:00,eth0,975.58
2025-09-01T08:15:00+02:00,eth1,410.96
2025-09-01T08:15:00+02:00,wlan0,120.135
2025-09-01T08:20:00+02:00,eth0,943.952
2025-09-01T08:20:00+02:00,eth1,444.002
2025-09-01T08:20:00+02:00,wlan0,121.779
2025-09-01T08:25:00+02:00,eth0,1044.405
2025-09-01T08:25:00+02:00,eth1,467.232
2025-09-01T08:25:00+02:00,wlan0,113.719
2025-09-01T08:30:00+02:00,eth0,1052.326
2025-09-01T08:30:00+02:00,eth1,451.615
2025-09-01T08:30:00+02:00,wlan0,102.767
2025-09-01T08:35:00+02:00,eth0,1032.507
2025-09-01T08:35:00+02:00,eth1,450.389
2025-09-01T08:35:00+02:00,wlan0,114.915
2025-09-01T08:40:00+02:00,eth0,1052.529
2025-09-01T08:40:00+02:00,eth1,463.679
2025-09-01T08:40:00+02:00,wlan0,119.855
2025-09-01T08:45:00+02:00,eth0,1025.101
2025-09-01T08:45:00+02:00,eth1,450.252
2025-09-01T08:45:00+02:00,wlan0,96.478
2025-09-01T08:50:00+02:00,eth0,961.396
2025-09-01T08:50:00+02:00,eth1,427.729
2025-09-01T08:50:00+02:00,wlan0,108.179
2025-09-01T08:55:00+02:00,eth0,992.123
2025-09-01T08:55:00+02:00,eth1,426.698
2025-09-01T08:55:00+02:00,wlan0,107.287
2025-09-01T09:00:00+02:00,eth0,1033.06
2025-09-01T09:00:00+02:00,eth1,451.348
2025-09-01T09:00:00+02:00,wlan0,125.718
2025-09-01T09:05:00+02:00,eth0,1110.099
2025-09-01T09:05:00+02:00,eth1,481.472
2025-09-01T09:05:00+02:00,wlan0,112.92
2025-09-01T09:10:00+02:00,eth0,1035.917
2025-09-01T09:10:00+02:00,eth1,449.412
2025-09-01T09:10:00+02:00,wlan0,112.932
2025-09-01T09:15:00+02:00,eth0,1028.335
2025-09-01T09:15:00+02:00,eth1,468.165
2025-09-01T09:15:00+02:00,wlan0,123.232
2025-09-01T09:20:00+02:00,eth0,1083.872
2025-09-01T09:20:00+02:00,eth1,499.632
2025-09-01T09:20:00+02:00,wlan0,126.121
2025-09-01T09:25:00+02:00,eth0,1029.778
2025-09-01T09:25:00+02:00,eth1,410.896
2025-09-01T09:25:00+02:00,wlan0,113.601
2025-09-01T09:30:00+02:00,eth0,1007.92
2025-09-01T09:30:00+02:00,eth1,492.324
2025-09-01T09:30:00+02:00,wlan0,123.81
2025-09-01T09:35:00+02:00,eth0,1107.8
2025-09-01T09:35:00+02:00,eth1,472.656
2025-09-01T09:35:00+02:00,wlan0,125.014
2025-09-01T09:40:00+02:00,eth0,1070.099
2025-09-01T09:40:00+02:00,eth1,471.539
2025-09-01T09:40:00+02:00,wlan0,120.36
2025-09-01T09:45:00+02:00,eth0,1090.766
2025-09-01T09:45:00+02:00,eth1,505.849
2025-09-01T09:45:00+02:00,wlan0,112.569
2025-09-01T09:50:00+02:00,eth0,1117.868
2025-09-01T09:50:00+02:00,eth1,494.315
2025-09-01T09:50:00+02:00,wlan0,124.656
2025-09-01T09:55:00+02:00,eth0,1118.402
2025-09-01T09:55:00+02:00,eth1,459.728
2025-09-01T09:55:00+02:00,wlan0,131.22
2025-09-01T10:00:00+02:00,eth0,1122.451
2025-09-01T10:00:00+02:00,eth1,487.979
2025-09-01T10:00:00+02:00,wlan0,130.115
2025-09-01T10:05:00+02:00,eth0,1156.661
2025-09-01T10:05:00+02:00,eth1,476.459
2025-09-01T10:05:00+02:00,wlan0,123.931
2025-09-01T10:10:00+02:00,eth0,1164.007
2025-09-01T10:10:00+02:00,eth1,529.821
2025-09-01T10:10:00+02:00,wlan0,125.043
2025-09-01T10:15:00+02:00,eth0,1150.115
2025-09-01T10:15:00+02:00,eth1,524.111
2025-09-01T10:15:00+02:00,wlan0,124.989
2025-09-01T10:20:00+02:00,eth0,1168.428
2025-09-01T10:20:00+02:00,eth1,501.824
2025-09-01T10:20:00+02:00,wlan0,132.479
2025-09-01T10:25:00+02:00,eth0,1164.902
2025-09-01T10:25:00+02:00,eth1,536.184
2025-09-01T10:25:00+02:00,wlan0,131.486
2025-09-01T10:30:00+02:00,eth0,1087.224
2025-09-01T10:30:00+02:00,eth1,507.378
2025-09-01T10:30:00+02:00,wlan0,123.665
2025-09-01T10:35:00+02:00,eth0,1186.898
2025-09-01T10:35:00+02:00,eth1,565.626
2025-09-01T10:35:00+02:00,wlan0,125.326
2025-09-01T10:40:00+02:00,eth0,1151.566
2025-09-01T10:40:00+02:00,eth1,507.22
2025-09-01T10:40:00+02:00,wlan0,147.675
2025-09-01T10:45:00+02:00,eth0,1579.861
2025-09-01T10:45:00+02:00,eth1,516.132
2025-09-01T10:45:00+02:00,wlan0,125.154
2025-09-01T10:50:00+02:00,eth0,1235.21
2025-09-01T10:50:00+02:00,eth1,536.303
2025-09-01T10:50:00+02:00,wlan0,141.367
2025-09-01T10:55:00+02:00,eth0,1205.582
2025-09-01T10:55:00+02:00,eth1,539.833
2025-09-01T10:55:00+02:00,wlan0,134.418
2025-09-01T11:00:00+02:00,eth0,1226.52
2025-09-01T11:00:00+02:00,eth1,532.173
2025-09-01T11:00:00+02:00,wlan0,127.17
2025-09-01T11:05:00+02:00,eth0,1159.624
2025-09-01T11:05:00+02:00,eth1,540.997
2025-09-01T11:05:00+02:00,wlan0,128.332
2025-09-01T11:10:00+02:00,eth0,1185.578
2025-09-01T11:10:00+02:00,eth1,535.227
2025-09-01T11:10:00+02:00,wlan0,131.276
2025-09-01T11:15:00+02:00,eth0,1122.31
2025-09-01T11:15:00+02:00,eth1,510.559
2025-09-01T11:15:00+02:00,wlan0,122.786
2025-09-01T11:20:00+02:00,eth0,1261.319
2025-09-01T11:20:00+02:00,eth1,528.105
2025-09-01T11:20:00+02:00,wlan0,139.213
2025-09-01T11:25:00+02:00,eth0,1135.724
2025-09-01T11:25:00+02:00,eth1,526.939
2025-09-01T11:25:00+02:00,wlan0,137.831
2025-09-01T11:30:00+02:00,eth0,1202.477
2025-09-01T11:30:00+02:00,eth1,565.029
2025-09-01T11:30:00+02:00,wlan0,144.009
2025-09-01T11:35:00+02:00,eth0,1138.529
2025-09-01T11:35:00+02:00,eth1,517.759
2025-09-01T11:35:00+02:00,wlan0,144.619
2025-09-01T11:40:00+02:00,eth0,1215.703
2025-09-01T11:40:00+02:00,eth1,520.024
2025-09-01T11:40:00+02:00,wlan0,147.677
2025-09-01T11:45:00+02:00,eth0,1251.04
2025-09-01T11:45:00+02:00,eth1,541.231
2025-09-01T11:45:00+02:00,wlan0,152.492
2025-09-01T11:50:00+02:00,eth0,1210.955
2025-09-01T11:50:00+02:00,eth1,545.666
2025-09-01T11:50:00+02:00,wlan0,142.893
2025-09-01T11:55:00+02:00,eth0,1222.253
2025-09-01T11:55:00+02:00,eth1,569.793
2025-09-01T11:55:00+02:00,wlan0,140.465
2025-09-01T12:00:00+02:00,eth0,1273.85
2025-09-01T12:00:00+02:00,eth1,532.487
2025-09-01T12:00:00+02:00,wlan0,133.643
2025-09-01T12:05:00+02:00,eth0,1309.996
2025-09-01T12:05:00+02:00,eth1,558.054
2025-09-01T12:05:00+02:00,wlan0,141.499
2025-09-01T12:10:00+02:00,eth0,1281.435
2025-09-01T12:10:00+02:00,eth1,580.487
2025-09-01T12:10:00+02:00,wlan0,141.456
2025-09-01T12:15:00+02:00,eth0,1210.684
2025-09-01T12:15:00+02:00,eth1,564.812
2025-09-01T12:15:00+02:00,wlan0,142.761
2025-09-01T12:20:00+02:00,eth0,1291.935
2025-09-01T12:20:00+02:00,eth1,535.408
2025-09-01T12:20:00+02:00,wlan0,138.865
2025-09-01T12:25:00+02:00,eth0,1252.734
2025-09-01T12:25:00+02:00,eth1,593.36
2025-09-01T12:25:00+02:00,wlan0,134.015
2025-09-01T12:30:00+02:00,eth0,1316.599
2025-09-01T12:30:00+02:00,eth1,583.11
2025-09-01T12:30:00+02:00,wlan0,121.983
2025-09-01T12:35:00+02:00,eth0,1345.611
2025-09-01T12:35:00+02:00,eth1,584.739
2025-09-01T12:35:00+02:00,wlan0,159.37
2025-09-01T12:40:00+02:00,eth0,1287.229
2025-09-01T12:40:00+02:00,eth1,571.216
2025-09-01T12:40:00+02:00,wlan0,135.743
2025-09-01T12:45:00+02:00,eth0,1248.385
2025-09-01T12:45:00+02:00,eth1,570.423
2025-09-01T12:45:00+02:00,wlan0,152.146
2025-09-01T12:50:00+02:00,eth0,1222.891
2025-09-01T12:50:00+02:00,eth1,563.493
2025-09-01T12:50:00+02:00,wlan0,137.486
2025-09-01T12:55:00+02:00,eth0,1277.395
2025-09-01T12:55:00+02:00,eth1,573.55
2025-09-01T12:55:00+02:00,wlan0,152.499
2025-09-01T13:00:00+02:00,eth0,1268.805
2025-09-01T13:00:00+02:00,eth1,570.894
2025-09-01T13:00:00+02:00,wlan0,133.192
2025-09-01T13:05:00+02:00,eth0,1241.21
2025-09-01T13:05:00+02:00,eth1,557.547
2025-09-01T13:05:00+02:00,wlan0,144.847
2025-09-01T13:10:00+02:00,eth0,1296.181
2025-09-01T13:10:00+02:00,eth1,580.149
2025-09-01T13:10:00+02:00,wlan0,150.197
2025-09-01T13:15:00+02:00,eth0,1360.979
2025-09-01T13:15:00+02:00,eth1,556.578
2025-09-01T13:15:00+02:00,wlan0,155.456
2025-09-01T13:20:00+02:00,eth0,1296.87
2025-09-01T13:20:00+02:00,eth1,605.918
2025-09-01T13:20:00+02:00,wlan0,138.975
2025-09-01T13:25:00+02:00,eth0,1234.894
2025-09-01T13:25:00+02:00,eth1,578.644
2025-09-01T13:25:00+02:00,wlan0,131.823
2025-09-01T13:30:00+02:00,eth0,1325.785
2025-09-01T13:30:00+02:00,eth1,550.312
2025-09-01T13:30:00+02:00,wlan0,138.339
2025-09-01T13:35:00+02:00,eth0,1275.46
2025-09-01T13:35:00+02:00,eth1,578.348
2025-09-01T13:35:00+02:00,wlan0,133.137
2025-09-01T13:40:00+02:00,eth0,1322.173
2025-09-01T13:40:00+02:00,eth1,587.517
2025-09-01T13:40:00+02:00,wlan0,152.932
2025-09-01T13:45:00+02:00,eth0,1284.836
2025-09-01T13:45:00+02:00,eth1,578.296
2025-09-01T13:45:00+02:00,wlan0,142.763
2025-09-01T13:50:00+02:00,eth0,1248.19
2025-09-01T13:50:00+02:00,eth1,549.209
2025-09-01T13:50:00+02:00,wlan0,135.683
2025-09-01T13:55:00+02:00,eth0,1193.792
2025-09-01T13:55:00+02:00,eth1,577.595
2025-09-01T13:55:00+02:00,wlan0,143.248
2025-09-01T14:00:00+02:00,eth0,1253.276
2025-09-01T14:00:00+02:00,eth1,595.841
2025-09-01T14:00:00+02:00,wlan0,144.211
2025-09-01T14:05:00+02:00,eth0,1279.543
2025-09-01T14:05:00+02:00,eth1,575.458
2025-09-01T14:05:00+02:00,wlan0,150.123
2025-09-01T14:10:00+02:00,eth0,1237.025
2025-09-01T14:10:00+02:00,eth1,569.729
2025-09-01T14:10:00+02:00,wlan0,144.383
2025-09-01T14:15:00+02:00,eth0,1300.355
2025-09-01T14:15:00+02:00,eth1,556.839
2025-09-01T14:15:00+02:00,wlan0,142.826
2025-09-01T14:20:00+02:00,eth0,1269.983
2025-09-01T14:20:00+02:00,eth1,605.149
2025-09-01T14:20:00+02:00,wlan0,139.233
2025-09-01T14:25:00+02:00,eth0,1265.592
2025-09-01T14:25:00+02:00,eth1,583.7
2025-09-01T14:25:00+02:00,wlan0,152.67
2025-09-01T14:30:00+02:00,eth0,1222.003
2025-09-01T14:30:00+02:00,eth1,570.01
2025-09-01T14:30:00+02:00,wlan0,139.302
2025-09-01T14:35:00+02:00,eth0,1171.843
2025-09-01T14:35:00+02:00,eth1,544.39
2025-09-01T14:35:00+02:00,wlan0,144.867
2025-09-01T14:40:00+02:00,eth0,1273.498
2025-09-01T14:40:00+02:00,eth1,584.936
2025-09-01T14:40:00+02:00,wlan0,143.133
2025-09-01T14:45:00+02:00,eth0,1235.228
2025-09-01T14:45:00+02:00,eth1,545.213
2025-09-01T14:45:00+02:00,wlan0,131.061
2025-09-01T14:50:00+02:00,eth0,1244.067
2025-09-01T14:50:00+02:00,eth1,592.671
2025-09-01T14:50:00+02:00,wlan0,159.148
2025-09-01T14:55:00+02:00,eth0,1244.697
2025-09-01T14:55:00+02:00,eth1,571.657
2025-09-01T14:55:00+02:00,wlan0,137.104
2025-09-01T15:00:00+02:00,eth0,1252.237
2025-09-01T15:00:00+02:00,eth1,573.776
2025-09-01T15:00:00+02:00,wlan0,132.417
2025-09-01T15:05:00+02:00,eth0,1225.74
2025-09-01T15:05:00+02:00,eth1,592.786
2025-09-01T15:05:00+02:00,wlan0,147.66
2025-09-01T15:10:00+02:00,eth0,1302.033
2025-09-01T15:10:00+02:00,eth1,552.85
